cgpa,dsa_score,dbms_score,os_score,cn_score,programming_score,aptitude_score,soft_skills_score,project_count,project_quality_score,has_internship,certifications_count,resume_ats_score,cosine_similarity,gap_score,consistency_score,branch_encoded,target_role_encoded,assessment_attempts,behavior_score,engagement_score,roadmap_completion_rate,placement_label
6.650906955552598,66.59348033160829,67.13668006301121,70.50640345906973,35.04650991569351,64.15417949088784,41.60290379147436,49.18739253527111,3.0,51.34814628884008,0.0,0.0,56.607714915784804,0.5217548490900235,0.15943336823938617,0.4566800120471409,0.75,0.88,4.0,49.26707209711031,0.4876543082796346,0.6880432979243943,0
9.499687795452312,78.69582399164378,59.214327065162216,78.62381003062191,87.74917654575819,82.92540872929057,77.15098088882002,70.99846775218154,6.0,57.556725330757104,1.0,4.0,62.33318514607877,0.5700614105293031,0.30860615674254055,0.5576687044938954,0.9,0.8,30.0,68.20532041765227,0.5763445311767309,0.4716440737150564,1
7.975063906844204,52.82041082598339,53.642707582877755,92.70650550920631,83.14567594023194,60.40588471822762,56.98032621810426,66.09208865839379,7.0,72.19972896095072,1.0,1.0,95.36639941725807,0.5830972852660548,0.5692942847519349,0.44960020615647833,0.75,0.9,26.0,56.580524131249355,0.7558516010228552,0.7114345768196544,1
9.692940419031677,60.90338501525717,81.62392113900987,98.3375719055947,77.51241948356098,58.916072108848454,81.98305555391687,78.28221956694378,4.0,55.274344337698764,0.0,4.0,46.37715500068763,0.7434601233755487,0.41188985773317544,0.26163235257953893,0.9,0.88,17.0,71.61167945503891,0.3927313665070218,0.3494003056356701,1
7.267823481647305,73.59467006873568,69.44085708676164,58.37188761352271,39.102148329147184,64.4180043015798,65.48638874642225,51.6663937832769,4.0,76.14042520934657,0.0,0.0,61.199496017528205,0.3285742076212455,0.3367395588061075,0.348368783739405,0.9,0.82,11.0,41.98671395568834,0.4516038582223757,0.5652487874680798,0
8.17534014586404,91.5263736901696,66.10644489090103,69.53331806971073,50.13426562800862,73.050441747984,88.90699923715816,59.01962588340958,2.0,33.41736417405137,1.0,0.0,42.88095904637055,0.9307935766358313,0.01283715049911151,0.438884400886241,0.95,0.82,38.0,56.95469972475082,0.3876668142190658,0.08325390998317245,1
7.068688378588232,52.31061628430031,52.38141145531829,56.75615609388961,75.60704770923418,48.15173713758083,47.52416857262474,54.954149997203494,1.0,52.57703717410675,0.0,5.0,63.08655318172741,0.5953546122771758,0.2013244741403967,0.3415452904044153,0.9,0.7,0.0,54.561821075391805,0.31250375783506684,0.3239195189262791,0
6.2968118937053825,58.73784137815938,60.88720076217892,35.48804809902346,45.13599090185048,50.48791523850703,67.66445676354823,44.773079184836064,1.0,46.937193955088134,0.0,3.0,52.911645027630136,0.863157096189751,0.1364083635338034,0.2894014914280382,0.9,0.82,28.0,56.85332750680273,0.6838137773244636,0.6061960054589973,1
9.647143184851037,63.84158600855949,72.2989032094089,73.89850984318545,100.0,79.26785110289231,76.0932114414243,73.51071518459607,4.0,61.332475858525946,1.0,4.0,59.816986417437214,0.8760083743749238,0.1941878212320678,0.4471923572728318,0.95,0.85,4.0,47.779965374561534,0.4133567324236126,0.18070734408307584,1
7.967113780893371,62.09581148813061,75.89835875740361,62.997670580621445,72.9245618779412,73.34121312203786,34.08024389572134,57.218943150467474,2.0,51.74428157089884,0.0,0.0,56.301003608723974,0.53380728653452,0.06898788083344773,0.6044046035177248,0.75,0.65,5.0,56.29880857096453,0.33642190189977855,0.13618192260974193,1
